,total_wind,um3_conc,um4_conc,um5_conc,um6_conc,um7_conc,um8_conc,um9_conc,um10_conc,run
0,4.763609453865781,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
1,5.059341915231082,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
2,4.825550386601885,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
3,5.096727797633153,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
4,5.271950490594175,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
5,5.249566815922572,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
6,5.154921730501927,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
7,4.98448388845816,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
8,4.728188560558098,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
9,4.69254448543929,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
10,4.687199699689699,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
11,4.851096855554422,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
12,5.62095116299938,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
13,5.812032839414117,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
14,6.739623954644153,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
15,8.01880098381954,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
16,8.826978841436324,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
17,9.556823526299285,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
18,9.312353685249668,58.203666036888706,24.272146887689633,10.492301725631561,4.746148538147437,2.277703437554399,1.184532382971103,0.691523263101526,0.48392791435590576,0
